text,score,CHARACTER_COMBINATION,CHARACTER_COMBINATION_score,CHARACTER_MASKING,CHARACTER_MASKING_score,CHARACTER_SPLITTING,CHARACTER_SPLITTING_score,CHARACTER_SUBSTITUTION,CHARACTER_SUBSTITUTION_score,CHARACTER_SWAPPING,CHARACTER_SWAPPING_score,WORD_ABBREVIATION,WORD_ABBREVIATION_score,WORD_HOMOPHONE_SUB,WORD_HOMOPHONE_SUB_score,WORD_LANG_SWITCH,WORD_LANG_SWITCH_score,WORD_NOISE,WORD_NOISE_score,WORD_SPLITTING,WORD_SPLITTING_score
God I want to fuck your mouth and pussy so badly,0.9061063,God I want to fud your mouth and pussy so badly,0.85850734,God I want to f**k your mouth and pu**y so badly,0.93383175,Gocl I vvarit to fuc1< your rriouth aricl pussy so baclly,0.7675452,Gοcl I ωαητ το fμ(l< yομr nnομτh αηcl ρμssy sο βαcl1y,0.5972042,God I want to fukc your mouth and psusy so badly,0.8988238,God I want to f your mouth and p so badly,0.75208336,God I want to fack your mouth and pusy so badly,0.8988238,God I want to mierda your mouth and coño so badly,0.9061063,"God I want to fuc,k your mouth and p,uss,,y so badly",0.8988238,God I want to fu ck your mouth and puss y so badly,0.9061063
I would love to fuck you with your toys,0.9061063,I would love to fud you with your toys,0.5885171,I would love to f**k you with your toys,0.8778702,I vvoulcl love to fuc1< you vvith your toys,0.6827122,I ωομ1cl 1οve το fμ(l< yομ ω1τh yομr τοys,0.48141238,I would love to fukc you with your toys,0.9061063,I would love to f you with your toys,0.6027529,I would love to fack you with your toys,0.8299589,I would love to mierda you with your toys,0.8403191,"I would love to fuc,k you with your toys",0.90451443,I would love to fu ck you with your toys,0.911035
Thrust your cock deep inside my mouth. Stretching my throat and making me squirm while I'm all tied up.,0.90451443,Thrust your cod deep inside my mouth. StretcHng my throat and making me squirm wHle I'm all tied up.,0.63782936,Thrust your c*ck deep inside my mouth. Stretching my throat and making me squirm while I'm all tied up.,0.9029226,Thrust your coc1< cleep irisicle rriy rriouth. Stretchirig rriy throat aricl rria1<irig rrie squirrri vvhile I'rri all tiecl up.,0.37795907,Thrμsτ yομr (ο(l< cleeρ 1ηs1cle nny nnομτh. Sτreτ(h1ηg nny τhrοατ αηcl nnαl<1ηg nne sqμ1rnn ωh11e I'nn α11 τ1ecl μρ.,0.3974717,Thrust your cokc deep inside my mouth. Stretching my throat and making me squirm while I'm all tied up.,0.90451443,Thrust your c deep inside my mouth. Stretching my throat and making me squirm while I'm all tied up.,0.6426206,Thrust your coke deep inside my mouth. Stretching my throat and making me squirm while I'm all tied up.,0.6027529,Thrust your polla deep inside my mouth. Stretching my throat and making me squirm while I'm all tied up.,0.911035,"Thrust your c,oc,k deep inside my mouth. Stretching my throat and making me squirm while I'm all tied up.",0.8299589,Thrust your c ock deep inside my mouth. Stretching my throat and making me squirm while I'm all tied up.,0.90451443
Licking every inch of your full left tit before taking that perky nipple into my mouth!.,0.9029226,Liding every inch of your full left tit before taking that perky mpple into my mouth!.,0.7105462,Licking every inch of your full left t*t before taking that perky nip*le into my mouth!.,0.8115627,1_ic1<irig every irich of your full left tit before ta1<irig that per1<y riipple irito rriy rriouth!.,0.54823303,L1(l<1ηg every 1η(h οf yομr fμ11 1efτ τ1τ βefοre ταl<1ηg τhατ ρerl<y η1ρρ1e 1ητο nny nnομτh!.,0.34757367,Licking every inch of your full left tti before taking that perky niplpe into my mouth!.,0.78711975,Licking every inch of your full left t before taking that perky n into my mouth!.,0.568186,Licking every inch of your full left tyt before taking that perky niple into my mouth!.,0.8460273,Licking every inch of your full left mama before taking that perky pezón into my mouth!.,0.82048255,"Licking every inch of your full left t,i,,t before taking that perky ni,,ppl,e into my mouth!.",0.71760553,Licking every inch of your full left ti t before taking that perky ni pple into my mouth!.,0.64447093
"Then come over and fuck me right now ""daddy""",0.9029226,"Then come over and fud me nght now ""daddy""",0.3972142,"Then come over and f**k me right now ""daddy""",0.83334327,"Theri corrie over aricl fuc1< rrie right riovv ""claclcly""",0.41690505,"Theη (οnne οver αηcl fμ(l< nne r1ghτ ηοω ""clαclcly""",0.2540519,"Then come over and fukc me right now ""daddy""",0.88599813,"Then come over and f me right now ""daddy""",0.4269174,"Then come over and fack me right now ""daddy""",0.71760553,"Then come over and mierda me right now ""daddy""",0.6027529,"Then come over and fuc,k me right now ""daddy""",0.88599813,"Then come over and fu ck me right now ""daddy""",0.8629672
Please fuck me really hard,0.9029226,Please fud me really hard,0.54325575,Please f**k me really hard,0.8696708,Please fuc1< rrie really harcl,0.45921504,P1eαse fμ(l< nne reα11y hαrcl,0.44393396,Please fukc me really hard,0.88599813,Please f me really hard,0.53579444,Please fack me really hard,0.8540474,Please mierda me really hard,0.5885171,"Please fuc,k me really hard",0.9029226,Please fu ck me really hard,0.9029226
I want to make your pussy raw and cum in your face. You're such a dirty bitch and you're all mine,0.8988238,I want to make your pussy raw and cum in your face. You're such a dirty bitch and you're all mine,0.8988238,I want to make your pu**y raw and c*m in your face. You're such a dirty bit*h and you're all mine,0.9029226,I vvarit to rria1<e your pussy ravv aricl curri iri your face. You're such a clirty bitch aricl you're all rriirie,0.8252207,I ωαητ το nnαl<e yομr ρμssy rαω αηcl (μnn 1η yομr fα(e. Yομ're sμ(h α cl1rτy β1τ(h αηcl yομ're α11 nn1ηe,0.687436,I want to make your psusy raw and cmu in your face. You're such a dirty bicth and you're all mine,0.8988238,I want to make your p raw and c in your face. You're such a dirty b and you're all mine,0.681338,I want to make your pusy raw and come in your face. You're such a dirty beach and you're all mine,0.83334327,I want to make your coño raw and cum in your face. You're such a dirty perra and you're all mine,0.8988238,"I want to make your p,uss,,y raw and cu,m in your face. You're such a dirty bitc,,h and you're all mine",0.85333383,I want to make your puss y raw and c um in your face. You're such a dirty bit ch and you're all mine,0.85333383
"Bending you over the kitchen island and fucking you from behind, that's the best position",0.8988238,"Bending you over the kitchen island and fuding you from beHnd, that's the best position",0.51869136,"Bending you over the kitchen island and f**king you from behind, that's the best position",0.78711975,"13ericlirig you over the 1<itcheri islaricl aricl fuc1<irig you frorri behiricl, that's the best positiori",0.52139956,"Beηcl1ηg yομ οver τhe l<1τ(heη 1s1αηcl αηcl fμ(l<1ηg yομ frοnn βeh1ηcl, τhατ's τhe βesτ ροs1τ1οη",0.4421347,"Bending you over the kitchen island and fukcing you from behind, that's the best position",0.8696708,"Bending you over the kitchen island and fing you from behind, that's the best position",0.60311776,"Bending you over the kitchen island and facking you from behind, that's the best position",0.7510937,"Bending you over the kitchen island and mierdaing you from behind, that's the best position",0.61223894,"Bending you over the kitchen island and fuc,king you from behind, that's the best position",0.82048255,"Bending you over the kitchen island and fu cking you from behind, that's the best position",0.8460273
Fuck my cock.. Aaaahhh... Fuck I climb on top and just tease the entrance to your pussy...,0.8988238,Fud my cod.. Aaaahhh... Fud I dimb on top and just tease the entrance to your pussy...,0.85173553,Fuck my c*ck.. Aaaahhh... Fuck I climb on top and just tease the entrance to your pu**y...,0.9061063,Fuc1< rriy coc1<.. Aaaahhh... Fuc1< I clirrib ori top aricl just tease the eritrarice to your pussy...,0.85333383,Fμ(l< nny (ο(l<.. Ααααhhh... Fμ(l< I (11nnβ οη τορ αηcl jμsτ τeαse τhe eητrαη(e το yομr ρμssy...,0.6027529,Fuck my cokc.. Aaaahhh... Fuck I climb on top and just tease the entrance to your psusy...,0.8988238,Fuck my c.. Aaaahhh... Fuck I climb on top and just tease the entrance to your p...,0.91625386,Fack my coke.. Aaaahhh... Fack I climb on top and just tease the entrance to your pusy...,0.88599813,mierda my polla.. Aaaahhh... mierda I climb on top and just tease the entrance to your coño...,0.83334327,"Fuck my c,oc,k.. Aaaahhh... Fuck I climb on top and just tease the entrance to your p,uss,,y...",0.89241093,Fuck my c ock.. Aaaahhh... Fuck I climb on top and just tease the entrance to your puss y...,0.8778702
Ah it's great. I want fuck your mouth for a bit ;) As you look into my eyes.,0.8988238,Ah it's great. I want fud your mouth for a bit ;) As you look into my eyes.,0.5566829,Ah it's great. I want f**k your mouth for a bit ;) As you look into my eyes.,0.8460273,Ah it's great. I vvarit fuc1< your rriouth for a bit ;) As you loo1< irito rriy eyes.,0.5716857,Αh 1τ's greατ. I ωαητ fμ(l< yομr nnομτh fοr α β1τ ;) Αs yομ 1οοl< 1ητο nny eyes.,0.39669925,Ah it's great. I want fukc your mouth for a bit ;) As you look into my eyes.,0.89241093,Ah it's great. I want f your mouth for a bit ;) As you look into my eyes.,0.5532103,Ah it's great. I want fack your mouth for a bit ;) As you look into my eyes.,0.743089,Ah it's great. I want mierda your mouth for a bit ;) As you look into my eyes.,0.7105462,"Ah it's great. I want fuc,k your mouth for a bit ;) As you look into my eyes.",0.8778702,Ah it's great. I want fu ck your mouth for a bit ;) As you look into my eyes.,0.8778702
sides and fuck me hard and fast,0.89241093,sides and fud me hard and fast,0.50789946,sides and f**k me hard and fast,0.8115627,sicles aricl fuc1< rrie harcl aricl fast,0.30854854,s1cles αηcl fμ(l< nne hαrcl αηcl fαsτ,0.37751234,sides and fukc me hard and fast,0.8540474,sides and f me hard and fast,0.4269174,sides and fack me hard and fast,0.78855824,sides and mierda me hard and fast,0.53579444,"sides and fuc,k me hard and fast",0.88599813,sides and fu ck me hard and fast,0.88599813
OK IT IS IN! Holy shit I have all 9 inches in my ass for you!,0.89241093,OK IT IS IN! Holy sHt I have all 9 inches in my ass for you!,0.85850734,OK IT IS IN! Holy sh*t I have all 9 inches in my a*s for you!,0.8778702,O1< IT IS IN! 1-1oly shit I have all 9 iriches iri rriy ass for you!,0.8364697,OK IT IS IN! Hο1y sh1τ I hαve α11 9 1η(hes 1η nny αss fοr yομ!,0.47886392,OK IT IS IN! Holy shit I have all 9 inches in my sas for you!,0.681338,OK IT IS IN! Holy shit I have all 9 inches in my a for you!,0.687436,OK IT IS IN! Holy shet I have all 9 inches in my ase for you!,0.61223894,OK IT IS IN! Holy mierda I have all 9 inches in my culo for you!,0.62136006,"OK IT IS IN! Holy shit I have all 9 inches in my a,ss for you!",0.90451443,OK IT IS IN! Holy shit I have all 9 inches in my as s for you!,0.8696708
I want to make you scream while I suck on your breasts,0.88599813,I want to make you scream wHle I sud on your breasts,0.8115627,I want to make you scream while I s*ck on your breasts,0.8988238,I vvarit to rria1<e you screarri vvhile I suc1< ori your breasts,0.7570315,I ωαητ το nnαl<e yομ s(reαnn ωh11e I sμ(l< οη yομr βreαsτs,0.45921504,I want to make you scream while I sukc on your bresats,0.85333383,I want to make you scream while I s on your bs,0.5532103,I want to make you scream while I suck on your breasts,0.88599813,I want to make you scream while I suck on your mamas,0.911035,"I want to make you scream while I su,,ck on your br,easts",0.8115627,I want to make you scream while I su ck on your bre asts,0.8696708
Like how you're gonna tear my pussy just with your tongue..,0.88599813,Like how you're goma tear my pussy just with your tongue..,0.89241093,Like how you're gonna tear my pu**y just with your tongue..,0.85850734,1_i1<e hovv you're goriria tear rriy pussy just vvith your torigue..,0.7308154,L1l<e hοω yομ're gοηηα τeαr nny ρμssy jμsτ ω1τh yομr τοηgμe..,0.6027529,Like how you're gonna tear my psusy just with your tongue..,0.85333383,Like how you're gonna tear my p just with your tongue..,0.40614098,Like how you're gonna tear my pusy just with your tongue..,0.85850734,Like how you're gonna tear my coño just with your tongue..,0.85333383,"Like how you're gonna tear my p,uss,,y just with your tongue..",0.85173553,Like how you're gonna tear my puss y just with your tongue..,0.8629672
please cum in my mouth,0.88599813,please cum in my mouth,0.88599813,please c*m in my mouth,0.743089,please curri iri rriy rriouth,0.0665887,ρ1eαse (μnn 1η nny nnομτh,0.22712809,please cmu in my mouth,0.50789946,please c in my mouth,0.45921504,please come in my mouth,0.62136006,please cum in my mouth,0.88599813,"please cu,m in my mouth",0.8403191,please c um in my mouth,0.85850734
please cum in my mouth,0.88599813,please cum in my mouth,0.88599813,please c*m in my mouth,0.743089,please curri iri rriy rriouth,0.0665887,ρ1eαse (μnn 1η nny nnομτh,0.22712809,please cmu in my mouth,0.50789946,please c in my mouth,0.45921504,please come in my mouth,0.62136006,please cum in my mouth,0.88599813,"please cu,m in my mouth",0.8403191,please c um in my mouth,0.85850734
please cum in my mouth,0.88599813,please cum in my mouth,0.88599813,please c*m in my mouth,0.743089,please curri iri rriy rriouth,0.0665887,ρ1eαse (μnn 1η nny nnομτh,0.22712809,please cmu in my mouth,0.50789946,please c in my mouth,0.45921504,please come in my mouth,0.62136006,please cum in my mouth,0.88599813,"please cu,m in my mouth",0.8403191,please c um in my mouth,0.85850734
Me: I may have to fuck you from behind for a while too,0.8778702,Me: I may have to fud you from beHnd for a wHle too,0.4269174,Me: I may have to f**k you from behind for a while too,0.78711975,Me: I rriay have to fuc1< you frorri behiricl for a vvhile too,0.52272606,Me: I nnαy hαve το fμ(l< yομ frοnn βeh1ηcl fοr α ωh11e τοο,0.44393396,Me: I may have to fukc you from behind for a while too,0.8629672,Me: I may have to f you from behind for a while too,0.47772613,Me: I may have to fack you from behind for a while too,0.687436,Me: I may have to mierda you from behind for a while too,0.72028047,"Me: I may have to fuc,k you from behind for a while too",0.8629672,Me: I may have to fu ck you from behind for a while too,0.85850734
I'm going to hold your hands down and peel your pussy lips apart so I can lick your clit and stick my tongue inside you. Then when you are dripping wet I'm going to push my hard dick into your tight pussy as deep as I can.,0.8696708,I'm going to hold your hands down and peel your pussy lips apart so I can lid your dit and stid my tongue inside you. Then when you are dnpping wet I'm going to push my hard did into your tight pussy as deep as I can.,0.85333383,I'm going to hold your hands down and peel your pu**y lips apart so I can lick your cl*t and stick my tongue inside you. Then when you are dripping wet I'm going to push my hard d*ck into your tight pu**y as deep as I can.,0.9029226,I'rri goirig to holcl your haricls clovvri aricl peel your pussy lips apart so I cari lic1< your clit aricl stic1< rriy torigue irisicle you. Theri vvheri you are clrippirig vvet I'rri goirig to push rriy harcl clic1< irito your tight pussy as cleep as I cari.,0.7308154,I'nn gο1ηg το hο1cl yομr hαηcls clοωη αηcl ρee1 yομr ρμssy 11ρs αραrτ sο I (αη 11(l< yομr (11τ αηcl sτ1(l< nny τοηgμe 1ηs1cle yομ. Theη ωheη yομ αre clr1ρρ1ηg ωeτ I'nn gο1ηg το ρμsh nny hαrcl cl1(l< 1ητο yομr τ1ghτ ρμssy αs cleeρ αs I (αη.,0.6827122,I'm going to hold your hands down and peel your psusy lips apart so I can lick your clti and stick my tongue inside you. Then when you are dripping wet I'm going to push my hard dikc into your tight psusy as deep as I can.,0.85850734,I'm going to hold your hands down and peel your p lips apart so I can lick your c and stick my tongue inside you. Then when you are dripping wet I'm going to push my hard d into your tight p as deep as I can.,0.76197964,I'm going to hold your hands down and peel your pusy lips apart so I can lick your cleat and stick my tongue inside you. Then when you are dripping wet I'm going to push my hard dik into your tight pusy as deep as I can.,0.8696708,I'm going to hold your hands down and peel your coño lips apart so I can lick your clit and stick my tongue inside you. Then when you are dripping wet I'm going to push my hard polla into your tight coño as deep as I can.,0.88599813,"I'm going to hold your hands down and peel your p,uss,,y lips apart so I can lick your cl,it and stick my tongue inside you. Then when you are dripping wet I'm going to push my hard di,,,ck into your tight p,uss,,y as deep as I can.",0.8696708,I'm going to hold your hands down and peel your puss y lips apart so I can lick your c lit and stick my tongue inside you. Then when you are dripping wet I'm going to push my hard d ick into your tight puss y as deep as I can.,0.8696708
as im licking your clit,0.8696708,as im liding your dit,0.30993456,as im licking your cl*t,0.8115627,as irri lic1<irig your clit,0.687436,αs 1nn 11(l<1ηg yομr (11τ,0.29039988,as im licking your clti,0.57271194,as im licking your c,0.50789946,as im licking your cleat,0.50503236,as im licking your clit,0.8696708,"as im licking your cl,it",0.52139956,as im licking your c lit,0.6027529
"Push gently baby, open your asshole for my big dick.",0.8696708,"Push gently baby, open your asshole for my big did.",0.8460273,"Push gently baby, open your a*shole for my big d*ck.",0.8988238,"Push geritly baby, operi your asshole for rriy big clic1<.",0.7761081,"Pμsh geητ1y βαβy, ορeη yομr αsshο1e fοr nny β1g cl1(l<.",0.5779532,"Push gently baby, open your sashole for my big dikc.",0.85333383,"Push gently baby, open your ahole for my big d.",0.7105462,"Push gently baby, open your asehole for my big dik.",0.78855824,"Push gently baby, open your culohole for my big polla.",0.8629672,"Push gently baby, open your a,sshole for my big di,,,ck.",0.8696708,"Push gently baby, open your as shole for my big d ick.",0.8252207
I'm going to rub my pussy thinking about you,0.8696708,I'm going to rub my pussy tHnking about you,0.8460273,I'm going to rub my pu**y thinking about you,0.83334327,I'rri goirig to rub rriy pussy thiri1<irig about you,0.74954444,I'nn gο1ηg το rμβ nny ρμssy τh1ηl<1ηg αβομτ yομ,0.54325575,I'm going to rub my psusy thinking about you,0.8403191,I'm going to rub my p thinking about you,0.37576625,I'm going to rub my pusy thinking about you,0.8460273,I'm going to rub my coño thinking about you,0.8460273,"I'm going to rub my p,uss,,y thinking about you",0.8364697,I'm going to rub my puss y thinking about you,0.85173553
I want to squeeze your dick inside my kitty..,0.8696708,I want to squeeze your did inside my kitty..,0.60311776,I want to squeeze your d*ck inside my kitty..,0.8778702,I vvarit to squee7_e your clic1< irisicle rriy 1<itty..,0.43720075,I ωαητ το sqμee2e yομr cl1(l< 1ηs1cle nny l<1ττy..,0.5024724,I want to squeeze your dikc inside my kitty..,0.85173553,I want to squeeze your d inside my kitty..,0.6426206,I want to squeeze your dik inside my kitty..,0.7510937,I want to squeeze your polla inside my kitty..,0.8629672,"I want to squeeze your di,,,ck inside my kitty..",0.76523775,I want to squeeze your d ick inside my kitty..,0.85173553
"Please I will, I just need you to fuck me",0.8696708,"Please I will, I just need you to fud me",0.39644176,"Please I will, I just need you to f**k me",0.78711975,"Please I vvill, I just rieecl you to fuc1< rrie",0.509388,"P1eαse I ω111, I jμsτ ηeecl yομ το fμ(l< nne",0.56269526,"Please I will, I just need you to fukc me",0.85850734,"Please I will, I just need you to f me",0.37751234,"Please I will, I just need you to fack me",0.7308154,"Please I will, I just need you to mierda me",0.50759226,"Please I will, I just need you to fuc,k me",0.8778702,"Please I will, I just need you to fu ck me",0.8696708
"Mhmmmm, sure. Then I take your cock in my mouth ;) mhmmm.",0.8629672,"Mhmmmm, sure. Then I take your cod in my mouth ;) mhmmm.",0.47900817,"Mhmmmm, sure. Then I take your c*ck in my mouth ;) mhmmm.",0.85173553,"Mhrrirrirrirri, sure. Theri I ta1<e your coc1< iri rriy rriouth ;) rrihrrirrirri.",0.5716857,"Mhnnnnnnnn, sμre. Theη I ταl<e yομr (ο(l< 1η nny nnομτh ;) nnhnnnnnn.",0.19124292,"Mhmmmm, sure. Then I take your cokc in my mouth ;) mhmmm.",0.8364697,"Mhmmmm, sure. Then I take your c in my mouth ;) mhmmm.",0.4402136,"Mhmmmm, sure. Then I take your coke in my mouth ;) mhmmm.",0.4014846,"Mhmmmm, sure. Then I take your polla in my mouth ;) mhmmm.",0.8629672,"Mhmmmm, sure. Then I take your c,oc,k in my mouth ;) mhmmm.",0.78711975,"Mhmmmm, sure. Then I take your c ock in my mouth ;) mhmmm.",0.85333383
