text,score,CHARACTER_COMBINATION,CHARACTER_COMBINATION_score,CHARACTER_MASKING,CHARACTER_MASKING_score,CHARACTER_SPLITTING,CHARACTER_SPLITTING_score,CHARACTER_SUBSTITUTION,CHARACTER_SUBSTITUTION_score,CHARACTER_SWAPPING,CHARACTER_SWAPPING_score,WORD_ABBREVIATION,WORD_ABBREVIATION_score,WORD_HOMOPHONE_SUB,WORD_HOMOPHONE_SUB_score,WORD_LANG_SWITCH,WORD_LANG_SWITCH_score,WORD_NOISE,WORD_NOISE_score,WORD_SPLITTING,WORD_SPLITTING_score
"""For every bad bitch there is a nigga tired of fucking her""",0.9391453,"""For every bad bitch there is a mgga tired of fuding her""",0.82048255,"""For every bad bit*h there is a ni**a tired of f**king her""",0.88599813,"""For every bacl bitch there is a riigga tirecl of fuc1<irig her""",0.8629672,"""Fοr every βαcl β1τ(h τhere 1s α η1ggα τ1recl οf fμ(l<1ηg her""",0.49139655,"""For every bad bicth there is a ngiga tired of fukcing her""",0.93383175,"""For every bad b there is a n tired of fing her""",0.28425202,"""For every bad beach there is a niga tired of facking her""",0.8460273,"""For every bad perra there is a negro tired of mierdaing her""",0.90451443,"""For every bad bitc,,h there is a nigg,,a tired of fuc,king her""",0.9288007,"""For every bad bit ch there is a nig ga tired of fu cking her""",0.85173553
"""SORRY JB FAN&#65292;REALLY JUSTIN COME BACK"". That is the top comment on a Justin Timberlake video with 10 million views. Son of a fucking bitch!",0.9391453,"""SORRY JB FAN&#65292;REALLY JUSTIN COME BACK"". That is the top comment on a Justin Timberlake video with 10 million views. Son of a fuding bitch!",0.8778702,"""SORRY JB FAN&#65292;REALLY JUSTIN COME BACK"". That is the top comment on a Justin Timberlake video with 10 million views. Son of a f**king bit*h!",0.9061063,"""SORRY J13 FAN&#65292;REA1_1_Y JUSTIN COME 13AC1<"". That is the top corrirrierit ori a Justiri Tirriberla1<e vicleo vvith 10 rriilliori vievvs. Sori of a fuc1<irig bitch!",0.8364697,"""SORRY JB FΑN&#65292;REΑLLY JUSTIN COME BΑCK"". Thατ 1s τhe τορ (οnnnneητ οη α Jμsτ1η T1nnβer1αl<e v1cleο ω1τh 10 nn1111οη v1eωs. Sοη οf α fμ(l<1ηg β1τ(h!",0.47473195,"""SORRY JB FAN&#65292;REALLY JUSTIN COME BACK"". That is the top comment on a Justin Timberlake video with 10 million views. Son of a fukcing bicth!",0.9391453,"""SORRY JB FAN&#65292;REALLY JUSTIN COME BACK"". That is the top comment on a Justin Timberlake video with 10 million views. Son of a fing b!",0.55739564,"""SORRY JB FAN&#65292;REALLY JUSTIN COME BACK"". That is the top comment on a Justin Timberlake video with 10 million views. Son of a facking beach!",0.7701451,"""SORRY JB FAN&#65292;REALLY JUSTIN COME BACK"". That is the top comment on a Justin Timberlake video with 10 million views. Son of a mierdaing perra!",0.85850734,"""SORRY JB FAN&#65292;REALLY JUSTIN COME BACK"". That is the top comment on a Justin Timberlake video with 10 million views. Son of a fuc,king bitc,,h!",0.9209984,"""SORRY JB FAN&#65292;REALLY JUSTIN COME BACK"". That is the top comment on a Justin Timberlake video with 10 million views. Son of a fu cking bit ch!",0.85333383
"""Those ratchet broads don't represent me but YOUR white ass can't talk trash about them 'cause you on racist shit"" Black",0.9391453,"""Those ratchet broads don't represent me but YOUR wHte ass can't talk trash about them 'cause you on radst sHt"" Blad",0.83334327,"""Those ratchet broads don't represent me but YOUR white a*s can't talk trash about them 'cause you on rac**t sh*t"" Black",0.88599813,"""Those ratchet broacls clori't represerit rrie but YOUR vvhite ass cari't tal1< trash about therri 'cause you ori racist shit"" 13lac1<",0.8364697,"""Thοse rατ(heτ βrοαcls clοη'τ reρreseητ nne βμτ YOUR ωh1τe αss (αη'τ τα1l< τrαsh αβομτ τhenn '(αμse yομ οη rα(1sτ sh1τ"" B1α(l<",0.47622904,"""Those ratchet broads don't represent me but YOUR white sas can't talk trsah about them 'cause you on racsit shit"" Black",0.88599813,"""Those ratchet broads don't represent me but YOUR white a can't talk t about them 'cause you on r shit"" Black",0.85333383,"""Those ratchet broads don't represent me but YOUR white ase can't talk trash about them 'cause you on racist shet"" Black",0.7856813,"""Those ratchet broads don't represent me but YOUR white culo can't talk trash about them 'cause you on racist mierda"" Black",0.85850734,"""Those ratchet broads don't represent me but YOUR white a,ss can't talk tras,h about them 'cause you on r,,,acist shit"" Black",0.9209984,"""Those ratchet broads don't represent me but YOUR white as s can't talk tr ash about them 'cause you on r acist shit"" Black",0.9029226
"""My momma told me to tell you to mind yoooo damn motha fuckin business you 2+2 not knowin what it is bitch!!!!!!""",0.9391453,"""My momma told me to tell you to mind yoooo damn motha fudin business you 2+2 not knowin what it is bitch!!!!!!""",0.9061063,"""My momma told me to tell you to mind yoooo damn motha f**kin business you 2+2 not knowin what it is bit*h!!!!!!""",0.9029226,"""My rriorrirria tolcl rrie to tell you to rriiricl yoooo clarriri rriotha fuc1<iri busiriess you 2+2 riot 1<riovviri vvhat it is bitch!!!!!!""",0.8540474,"""My nnοnnnnα το1cl nne το τe11 yομ το nn1ηcl yοοοο clαnnη nnοτhα fμ(l<1η βμs1ηess yομ 2+2 ηοτ l<ηοω1η ωhατ 1τ 1s β1τ(h!!!!!!""",0.4269174,"""My momma told me to tell you to mind yoooo damn motha fukcin business you 2+2 not knowin what it is bicth!!!!!!""",0.93383175,"""My momma told me to tell you to mind yoooo damn motha fin business you 2+2 not knowin what it is b!!!!!!""",0.6289369,"""My momma told me to tell you to mind yoooo damn motha fackin business you 2+2 not knowin what it is beach!!!!!!""",0.78855824,"""My momma told me to tell you to mind yoooo damn motha mierdain business you 2+2 not knowin what it is perra!!!!!!""",0.8364697,"""My momma told me to tell you to mind yoooo damn motha fuc,kin business you 2+2 not knowin what it is bitc,,h!!!!!!""",0.911035,"""My momma told me to tell you to mind yoooo damn motha fu ckin business you 2+2 not knowin what it is bit ch!!!!!!""",0.8778702
#faggots KILLED #jesuschrist&gt; HELLO!!!!!!!!!!!!!!!!!!!!!!!!! But whatever. Go ahead. #gaymarriage yourself into #Pharaoh's pockets&gt;,0.9391453,#faggots KILLED #jesuschnst&gt; HELLO!!!!!!!!!!!!!!!!!!!!!!!!! But whatever. Go ahead. #gaymarnage yourself into #Pharaoh's podets&gt;,0.93383175,#fa**ots KILLED #jesuschrist&gt; HELLO!!!!!!!!!!!!!!!!!!!!!!!!! But whatever. Go ahead. #gaymarriage yourself into #Pharaoh's pockets&gt;,0.9248995,#faggots 1<I1_1_E1) #jesuschrist&gt; 1-1E1_1_O!!!!!!!!!!!!!!!!!!!!!!!!! 13ut vvhatever. Go aheacl. #gayrriarriage yourself irito #Pharaoh's poc1<ets&gt;,0.8364697,#fαggοτs KILLED #jesμs(hr1sτ&gτ; HELLO!!!!!!!!!!!!!!!!!!!!!!!!! Bμτ ωhατever. Gο αheαcl. #gαynnαrr1αge yομrse1f 1ητο #Phαrαοh's ρο(l<eτs&gτ;,0.65996873,#fagogts KILLED #jesuschrist&gt; HELLO!!!!!!!!!!!!!!!!!!!!!!!!! But whaetver. Go aheda. #gaymarriage yourself into #Pharaoh's pockets&gt;,0.9248995,#fs KILLED #jesuschrist&gt; HELLO!!!!!!!!!!!!!!!!!!!!!!!!! But whver. Go ah. #gaymarriage yourself into #Pharaoh's pockets&gt;,0.85850734,#fagots KILLED #jesuschrist&gt; HELLO!!!!!!!!!!!!!!!!!!!!!!!!! But whatever. Go ahead. #gaymarriage yourself into #Pharaoh's pockets&gt;,0.9391453,#maricons KILLED #jesuschrist&gt; HELLO!!!!!!!!!!!!!!!!!!!!!!!!! But whatever. Go ahead. #gaymarriage yourself into #Pharaoh's pockets&gt;,0.95048624,"#f,aggots KILLED #jesuschrist&gt; HELLO!!!!!!!!!!!!!!!!!!!!!!!!! But wha,tever. Go ahe,,ad. #gaymarriage yourself into #Pharaoh's pockets&gt;",0.9209984,#fa ggots KILLED #jesuschrist&gt; HELLO!!!!!!!!!!!!!!!!!!!!!!!!! But wha tever. Go ahea d. #gaymarriage yourself into #Pharaoh's pockets&gt;,0.911035
"!!!!!!!!!!!!!!!!!!""@T_Madison_x: The shit just blows me..claim you so faithful and down for somebody but still fucking with hoes! &#128514;&#128514;&#128514;""",0.9391453,"!!!!!!!!!!!!!!!!!!""@T_Madison_x: The sHt just blows me..daim you so faithful and down for somebody but still fuding with hoes! &#128514;&#128514;&#128514;""",0.72028047,"!!!!!!!!!!!!!!!!!!""@T_Madison_x: The sh*t just blows me..claim you so faithful and down for somebody but still f**king with h*es! &#128514;&#128514;&#128514;""",0.89241093,"!!!!!!!!!!!!!!!!!!""@T_Maclisori_x: The shit just blovvs rrie..clairri you so faithful aricl clovvri for sorriebocly but still fuc1<irig vvith hoes! &#128514;&#128514;&#128514;""",0.8299589,"!!!!!!!!!!!!!!!!!!""@T_Mαcl1sοη_χ: The sh1τ jμsτ β1οωs nne..(1α1nn yομ sο fα1τhfμ1 αηcl clοωη fοr sοnneβοcly βμτ sτ111 fμ(l<1ηg ω1τh hοes! &#128514;&#128514;&#128514;""",0.4850187,"!!!!!!!!!!!!!!!!!!""@T_Madison_x: The shit just blows me..claim you so faithful and down for somebody but still fukcing with heos! &#128514;&#128514;&#128514;""",0.9288007,"!!!!!!!!!!!!!!!!!!""@T_Madison_x: The shit just blows me..claim you so faithful and down for somebody but still fing with hs! &#128514;&#128514;&#128514;""",0.8299589,"!!!!!!!!!!!!!!!!!!""@T_Madison_x: The shet just blows me..claim you so faithful and down for somebody but still facking with wholes! &#128514;&#128514;&#128514;""",0.7675452,"!!!!!!!!!!!!!!!!!!""@T_Madison_x: The mierda just blows me..claim you so faithful and down for somebody but still mierdaing with azadas! &#128514;&#128514;&#128514;""",0.6342749,"!!!!!!!!!!!!!!!!!!""@T_Madison_x: The shit just blows me..claim you so faithful and down for somebody but still fuc,king with h,o,,es! &#128514;&#128514;&#128514;""",0.9209984,"!!!!!!!!!!!!!!!!!!""@T_Madison_x: The shit just blows me..claim you so faithful and down for somebody but still fu cking with ho es! &#128514;&#128514;&#128514;""",0.911035
#bad #ass #local #bitches,0.93383175,#bad #ass #local #bitches,0.93383175,#bad #a*s #local #bit*hes,0.6827122,#bacl #ass #local #bitches,0.72028047,#βαcl #αss #1ο(α1 #β1τ(hes,0.28674445,#bad #sas #local #bicthes,0.6020386,#bad #a #local #bes,0.17545098,#bad #ase #local #beaches,0.17285149,#bad #culo #local #perraes,0.6020386,"#bad #a,ss #local #bitc,,hes",0.85333383,#bad #as s #local #bit ches,0.29953843
"""@glowstruck: But a nigga gon be a nigga, be a nigga."" You sound fuckin retarded",0.93383175,"""@glowstrud: But a mgga gon be a mgga, be a mgga."" You sound fudin retarded",0.687436,"""@glowstruck: But a ni**a gon be a ni**a, be a ni**a."" You sound f**kin re**rded",0.8299589,"""@glovvstruc1<: 13ut a riigga gori be a riigga, be a riigga."" You souricl fuc1<iri retarclecl",0.687436,"""@g1οωsτrμ(l<: Bμτ α η1ggα gοη βe α η1ggα, βe α η1ggα."" Yομ sομηcl fμ(l<1η reταrclecl",0.42568782,"""@glowstruck: But a ngiga gon be a ngiga, be a ngiga."" You sound fukcin retraded",0.8988238,"""@glowstruck: But a n gon be a n, be a n."" You sound fin red",0.13561769,"""@glowstruck: But a niga gon be a niga, be a niga."" You sound fackin returded",0.85850734,"""@glowstruck: But a negro gon be a negro, be a negro."" You sound mierdain retardared",0.7675452,"""@glowstruck: But a nigg,,a gon be a nigg,,a, be a nigg,,a."" You sound fuc,kin ret,ar,ded",0.91625386,"""@glowstruck: But a nig ga gon be a nig ga, be a nig ga."" You sound fu ckin r etarded",0.9029226
"""@obey_jrock__: This is a true ride or die bitch &#128175; http://t.co/bkwHX83fkW"" what the fuck hahahahah",0.93383175,"""@obey_jrod__: THs is a true nde or die bitch &#128175; http://t.co/bkwHX83fkW"" what the fud hahahahah",0.72028047,"""@obey_jrock__: This is a true ride or die bit*h &#128175; http://t.co/bkwHX83fkW"" what the f**k hahahahah",0.85850734,"""@obey_jroc1<__: This is a true ricle or clie bitch &#128175; http://t.co/b1<vv1-1X83f1<VV"" vvhat the fuc1< hahahahah",0.63782936,"""@οβey_jrο(l<__: Th1s 1s α τrμe r1cle οr cl1e β1τ(h &#128175; hττρ://τ.(ο/βl<ωHX83fl<W"" ωhατ τhe fμ(l< hαhαhαhαh",0.3245134,"""@obey_jrock__: This is a true ride or die bicth &#128175; http://t.co/bkwHX83fkW"" what the fukc hahahahah",0.9209984,"""@obey_jrock__: This is a true ride or die b &#128175; http://t.co/bkwHX83fkW"" what the f hahahahah",0.47886392,"""@obey_jrock__: This is a true ride or die beach &#128175; http://t.co/bkwHX83fkW"" what the fack hahahahah",0.50759226,"""@obey_jrock__: This is a true ride or die perra &#128175; http://t.co/bkwHX83fkW"" what the mierda hahahahah",0.6667219,"""@obey_jrock__: This is a true ride or die bitc,,h &#128175; http://t.co/bkwHX83fkW"" what the fuc,k hahahahah",0.9061063,"""@obey_jrock__: This is a true ride or die bit ch &#128175; http://t.co/bkwHX83fkW"" what the fu ck hahahahah",0.7998551
""" we dont trust these niggas all these bitches """,0.93383175,""" we dont trust these mggas all these bitches """,0.89241093,""" we dont trust these ni**as all these bit*hes """,0.8629672,""" vve clorit trust these riiggas all these bitches """,0.8540474,""" ωe clοητ τrμsτ τhese η1ggαs α11 τhese β1τ(hes """,0.61223894,""" we dont trust these ngigas all these bicthes """,0.9209984,""" we dont trust these ns all these bes """,0.25462922,""" we dont trust these nigas all these beaches """,0.73663366,""" we dont trust these negros all these perraes """,0.8460273,""" we dont trust these nigg,,as all these bitc,,hes """,0.9029226,""" we dont trust these nig gas all these bit ches """,0.57271194
"""Stop looking us and go eat some pussy, you yuppie fucks.""",0.93383175,"""Stop looking us and go eat some pussy, you yuppie fuds.""",0.88599813,"""Stop looking us and go eat some pu**y, you yuppie f**ks.""",0.90451443,"""Stop loo1<irig us aricl go eat sorrie pussy, you yuppie fuc1<s.""",0.8460273,"""Sτορ 1οοl<1ηg μs αηcl gο eατ sοnne ρμssy, yομ yμρρ1e fμ(l<s.""",0.5716857,"""Stop looking us and go eat some psusy, you yuppie fukcs.""",0.9209984,"""Stop looking us and go eat some p, you yuppie fs.""",0.4014846,"""Stop looking us and go eat some pusy, you yuppie facks.""",0.911035,"""Stop looking us and go eat some coño, you yuppie mierdas.""",0.6611249,"""Stop looking us and go eat some p,uss,,y, you yuppie fuc,ks.""",0.91625386,"""Stop looking us and go eat some puss y, you yuppie fu cks.""",0.911035
